,place_id,reviews 2024,rev_prc,name,reviews,price_range,main_category,categories,query,latitude,longitude,category
221,ChIJE3NyudoJxkcRFxu65ItxYh4,523,0.02866853039522,Assaggi,3766,$$,Italiaans restaurant,"[""Italiaans restaurant"",""Restaurant""]",restaurants in de jordaan,52.3768201,4.881959,Dining & Cafes
222,ChIJwdzoy-gJxkcRgIw_p7s7G3w,523,0.02866853039522,Aran Irish Pub,1930,$$$$$$$,Ierse pub,"[""Ierse pub"",""Bar"",""Eetcafe""]",bars in museumkwartier,52.3621359,4.882577,Dining & Cafes
223,ChIJDaw7Z20JxkcR8iMtfqshPHw,523,0.02866853039522,Tarbush,2229,$$$$$$,Shoarma restaurant,"[""Shoarma restaurant"",""Arabisch restaurant"",""Kiprestaurant"",""Doner kebab-restaurant"",""Falafelrestaurant"",""Halal-restaurant"",""Marokkaans restaurant"",""Syrisch restaurant"",""Turks restaurant"",""Veganistisch restaurant""]",bars in indische buurt,52.3635953,4.9343314,Dining & Cafes
224,ChIJ-1hUL74JxkcRnLpTBTbfH5o,522,0.0286137148495313,Eden Hotel Amsterdam,3645,,Hotel,"[""Hotel"",""Bar"",""Lodge"",""Restaurant""]",hotels in negen straatjes,52.3668376,4.8986899,Hotel
225,ChIJ0RZ1vX8JxkcRZ9jQ-jthG6c,521,0.0285588993038425,MEININGER Hotel Amsterdam Amstel,4269,,Hotel,"[""Hotel"",""Herberg""]",hotels in bijlmer arena,52.3457763,4.9192528,Hotel
226,ChIJMZGUGcMJxkcRPRyYTICSTYM,520,0.0285040837581538,Restaurant 't Zwaantje,2082,$$$$$$$,Nederlands restaurant,"[""Nederlands restaurant"",""Europees restaurant"",""Restaurant""]",restaurants in negen straatjes,52.3704694,4.8838778,Dining & Cafes
227,ChIJRUsJFPAJxkcRBBlfYEbu3DU,520,0.0285040837581538,Esh Pitabar,1735,$$$$$$$,Pizzeria,"[""Pizzeria"",""Falafelrestaurant"",""Israelisch restaurant"",""Midden-Oosters restaurant""]",bars in museumkwartier,52.3555853,4.8806154,Dining & Cafes
228,ChIJu8I6s3gJxkcRK2EhPaiZBVs,520,0.0285040837581538,Hotel Casa Amsterdam,4653,,Hotel,"[""Hotel"",""Biertuin"",""Conferentiecentrum"",""Gedeelde werkplek"",""Multifunctionele ruimte"",""Parkeergarage"",""Restaurant"",""Studentenhuisvesting""]",bars in oud-oost,52.3499527,4.9186039,Hotel
229,ChIJv01ZjMEJxkcRWhpTUoEWuDY,520,0.0285040837581538,De Brabantse Aap,2558,$$$$$$$,Bierzaal,"[""Bierzaal"",""Cafe""]",bars in 9 straatjes,52.3684598,4.8887313,Dining & Cafes
230,ChIJeYQz_-sJxkcRP1S92P0uTE8,515,0.02823000602971,Cafe Restaurant Hans en Grietje Amsterdam,2484,$$$$$$$,Restaurant,"[""Restaurant"",""Bar"",""Koffiehuis"",""Eetcafe""]",cafes in leidseplein,52.3617899,4.8873837,Dining & Cafes
231,ChIJcwAOLMQJxkcRMhBjTnvRGy4,514,0.0281751904840212,Grey Area Coffeeshop,3804,,Cannabiswinkel,"[""Cannabiswinkel"",""Vereniging/organisatie"",""Toeristische attractie""]",coffeeshops in negen straatjes,52.3746766,4.8888433,Cannabisshop
232,ChIJg5Xlnu8JxkcRuoUZMCY3Gkg,514,0.0281751904840212,House of Bols Cocktail & Genever Experience,2744,,Toeristische attractie,"[""Toeristische attractie"",""Cocktailbar"",""Museum""]",bars in museumkwartier,52.3591201,4.8812169,Cultural & Historic
233,ChIJK_RWo1XhxUcRQlaKrcBHkNI,513,0.0281203749383325,Olympic Hotel Amsterdam,2670,,Hotel,"[""Hotel""]",hotels in vondelpark,52.3413634,4.8530867,Hotel
234,ChIJVwucBNLjxUcRXzGhUau_gBw,511,0.0280107438469549,Meervaart,2531,,Theater,"[""Theater""]",event venues in osdorpplein,52.35908,4.8073091,Event venue
235,ChIJo_CNmb0JxkcRfXyY9FDKtC4,507,0.0277914816641999,Joods Museum + junior,2198,,Museum,"[""Museum"",""Cultureel centrum"",""Historisch museum"",""Synagoge"",""Toeristische attractie""]",museums in negen straatjes,52.3671182,4.903815499999999,Cultural & Historic
236,ChIJNysxhO8JxkcRxxVesZhblDs,507,0.0277914816641999,Blushing Amsterdam,2769,$$$$$$$,Koffiebar,"[""Koffiebar"",""Ontbijtrestaurant"",""Brunchrestaurant"",""Lunchrestaurant""]",bars in museumkwartier,52.3588108,4.8803584,Dining & Cafes
237,ChIJl2HJg5UJxkcR3t2tEWSKQOw,505,0.0276818505728224,Vapiano,4897,$$$$$$$,Italiaans restaurant,"[""Italiaans restaurant""]",restaurants in rembrandtplein,52.3661804,4.8979249,Dining & Cafes
238,ChIJ4cQymvEJxkcR7DCtnd76R0Q,504,0.0276270350271336,Loetje Amsterdam Cafe,3727,$$,Restaurant,"[""Restaurant"",""Steak- en karbonaderestaurant"",""Nederlands restaurant"",""Familierestaurant"",""Restaurant voor vleesgerechten"",""Steakhouse""]",bars in museumkwartier,52.354382,4.884167,Dining & Cafes
239,ChIJB-6ZgF_ixUcR3RqgxAhq35Q,503,0.0275722194814449,Park Inn by Radisson Amsterdam City West,2953,,Hotel,"[""Hotel"",""Bar"",""Business to Business-service"",""Fitnessruimte"",""Sportschool"",""Restaurant""]",hotels in de pijp,52.3901508,4.8425116,Hotel
240,ChIJ-dU4O8IJxkcRI29YYUbfrXQ,500,0.0274077728443786,The Lebanese Sajeria,2502,$$$$$$$,Restaurant,"[""Restaurant""]",restaurants in negen straatjes,52.3687036,4.8873204,Dining & Cafes
241,ChIJo1lheeoJxkcRMUxM5tcCAT0,500,0.0274077728443786,Duke of Tokyo Amsterdam,1853,$$$$$$$,Karaokebar,"[""Karaokebar"",""Bar"",""Cocktailbar"",""Dansclub""]",bars in rembrandtplein,52.3665004,4.8906375,Dining & Cafes
242,ChIJXZcH-akJxkcRmA5D2QSJg0I,498,0.0272981417530011,Mr. Meat Steakhouse,1379,,Steakhouse,"[""Steakhouse""]",restaurants in haarlemmerbuurt,52.3809096,4.8904897,Dining & Cafes
243,ChIJj1L0u-kJxkcRjqjnVEm7B6o,498,0.0272981417530011,Cafe De Klos,4070,$$$$$$$,Restaurant,"[""Restaurant""]",cafes in leidseplein,52.3653618,4.8856863,Dining & Cafes
244,ChIJWzS1LckJxkcR1ht8nU7G_eY,498,0.0272981417530011,Barney's Coffeeshop,4561,,Cannabiswinkel,"[""Cannabiswinkel"",""Koffiebar""]",bars in haarlemmerbuurt,52.3806892,4.8908553,Cannabisshop
245,ChIJhd_mnOgJxkcR7oNxp_ZYz6U,496,0.0271885106616236,Cafe Americain,1772,$$,Restaurant,"[""Restaurant"",""Koffiehuis""]",bars in leidseplein,52.3638315,4.8815368,Dining & Cafes
246,ChIJ80M3-ugJxkcRCFAyQobPpRM,494,0.0270788795702461,Satellite Sportscafe,3625,$$$$$$$,Sportcafe,"[""Sportcafe"",""Bar"",""Ontbijtrestaurant"",""Koffiehuis"",""Club"",""Gastropub"",""Lunchrestaurant"",""Cafe"",""Restaurant""]",bars in leidseplein,52.3640585,4.8834947,Dining & Cafes
247,ChIJ40j5XbgJxkcRZi0uhqF23aI,493,0.0270240640245573,Crepes & Waffles,2362,$$$$$$,Creperie,"[""Creperie"",""Snackbar""]",restaurants in de wallen,52.3749268,4.897679,Dining & Cafes
248,ChIJyx8-y5ALxkcRiMIAE6Ble5I,491,0.0269144329331798,Loungebar & Restaurant JinSo,3080,$$$$$$$,Restaurant,"[""Restaurant""]",bars in bijlmer arena,52.3128252,4.9448914,Dining & Cafes
249,ChIJ4zA2tMsJxkcRZhl5GUU843I,490,0.026859617387491,Room Mate Aitana,3355,,Hotel,"[""Hotel""]",hotels in haarlemmerbuurt,52.3848106,4.8939945,Hotel
250,ChIJG42bTvMJxkcRJ0fkdC3XGvw,489,0.0268048018418023,Omelegg de Pijp,3518,$$$$$$$,Ontbijtrestaurant,"[""Ontbijtrestaurant"",""Brunchrestaurant"",""Health Food-restaurant"",""Lunchrestaurant"",""Restaurant""]",restaurants in de pijp,52.3517177,4.891545499999999,Dining & Cafes
251,ChIJtTMtisAJxkcRk6JmL5ykjNE,488,0.0267499862961135,Kapitein Zeppos,2380,$$$$$$$,Restaurant,"[""Restaurant"",""Locatie voor live muziek"",""Cafe"",""Trouwlocatie""]",bars in wallengebied,52.3696513,4.8937334,Dining & Cafes
252,ChIJ1UjgVr8JxkcRig0LdKQn26s,488,0.0267499862961135,Green House Centrum,5087,,Cannabiswinkel,"[""Cannabiswinkel""]",coffeeshops in buikslotermeerplein,52.3714943,4.8957372,Cannabisshop
253,ChIJ34BmSsEJxkcRFR9TE1EAP2Q,487,0.0266951707504248,BeerTemple,3623,$$$$$$$,Cafe,"[""Cafe"",""Bar""]",bars in 9 straatjes,52.3719674,4.8903228,Dining & Cafes
254,ChIJISRM4s4JxkcR7cdxqCceLrc,483,0.0264759085676697,Het Papeneiland,2074,$$$$$$,Koffiehuis,"[""Koffiehuis"",""Monument"",""Cafe""]",bars in haarlemmerbuurt,52.3804627,4.8879704,Dining & Cafes
255,ChIJVR5Sl74JxkcRPvBLwwIgPmA,483,0.0264759085676697,Restaurant-Cafe In de Waag,3670,$$,Restaurant,"[""Restaurant"",""Monument""]",restaurants in nieuwmarkt,52.372833,4.9003866,Dining & Cafes
256,ChIJobWaxcEJxkcRyBgzFmPvhAs,482,0.026421093021981,Dampkring Coffeeshop Amsterdam,3969,,Cannabiswinkel,"[""Cannabiswinkel""]",coffeeshops in buikslotermeerplein,52.3677523,4.8904771,Cannabisshop
257,ChIJnem5BqIJxkcR0wVhLOcEuMw,480,0.0263114619306035,Shiso Asian Fusion,1524,$$$$$$$,Sushirestaurant,"[""Sushirestaurant"",""Aziatisch restaurant"",""Bar"",""Cocktailbar"",""Japans restaurant"",""Restaurant"",""Visrestaurant""]",bars in rembrandtplein,52.3661549,4.8977171,Dining & Cafes
258,ChIJi58lsMkJxkcRtPXZU30PjPo,476,0.0260921997478484,Eggs Benaddicted,1070,$$$$$$$,Ontbijtrestaurant,"[""Ontbijtrestaurant"",""Brunchrestaurant"",""Lunchrestaurant""]",restaurants in leidseplein,52.364388,4.8849487,Dining & Cafes
259,ChIJLXURjegJxkcRqY0_husvmAM,476,0.0260921997478484,Internationaal Theater Amsterdam,3220,,Theater,"[""Theater""]",event venues in leidseplein,52.3639518,4.882333399999999,Event venue
260,ChIJt4FKx8QJxkcRJhPb8itaxUU,476,0.0260921997478484,Sefa Restaurant BBQ & Grill-Room,2809,$$$$$$$,Halal-restaurant,"[""Halal-restaurant"",""Barbecuerestaurant"",""Doner kebab-restaurant"",""Kebabzaak"",""Restaurant"",""Turks restaurant""]",restaurants in sloterdijk,52.373902,4.883795999999999,Dining & Cafes
261,ChIJ8-nz-rkJxkcR25uPlJXZKG4,475,0.0260373842021597,Cafe de Schreierstoren,1761,$$$$$$$,Eetcafe,"[""Eetcafe"",""Brunchrestaurant"",""Creperie"",""Cultureel monument"",""Nederlands restaurant"",""Historisch herkenningspunt"",""Lunchrestaurant"",""Pannenkoekrestaurant"",""Cafe"",""Restaurant""]",restaurants in de wallen,52.3764398,4.902300299999999,Dining & Cafes
262,ChIJBxQ_6rkJxkcRKxcmTOf5HNQ,471,0.0258181220194047,Molly Malone's Irish Pub,2794,$$$$$$$,Ierse pub,"[""Ierse pub"",""Bar""]",bars in 9 straatjes,52.3759908,4.9012363,Dining & Cafes
263,ChIJZcWD7jYJxkcRu-2ypeuv-1w,471,0.0258181220194047,Sham Oost,1403,$$$$$$$,Syrisch restaurant,"[""Syrisch restaurant""]",restaurants in indische buurt,52.3697601,4.9369375,Dining & Cafes
264,ChIJlzfTiscJxkcRxjqByaZaTiI,469,0.0257084909280271,De Kroon Coffeeshop Amsterdam,1717,$$$$$$$,Koffiebar,"[""Koffiebar"",""Koffiehuis"",""Cannabiswinkel""]",coffeeshops in haarlemmerbuurt,52.3759993,4.8960146,Dining & Cafes
265,ChIJv42bEB_ixUcRO8p-I1HMl-M,468,0.0256536753823384,XO Hotels Couture,3568,,Hotel,"[""Hotel""]",hotels in museumkwartier,52.3511547,4.8414231,Hotel
266,ChIJ0brk_f0LxkcRvXpYk8nnOsQ,466,0.0255440442909609,Winkelcentrum Diemerplein,506,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in negen straatjes,52.3421386,4.9631779,Shopping
267,ChIJI7SjDp4JxkcRuT5Vwob1SVs,464,0.0254344131995834,Generator Hostel,4041,,Herberg,"[""Herberg"",""Bar"",""Koffiehuis"",""Evenementenlocatie"",""Hotel""]",bars in buikslotermeerplein,52.3608673,4.9190176,Hotel
268,ChIJASoMcV8JxkcRI7KTfOhHKfA,463,0.0253795976538946,Restaurant Nomi Vijzelstraat Korean BBQ & Sushi,852,$$$$$$$,Koreaans barbecuerestaurant,"[""Koreaans barbecuerestaurant""]",restaurants in leidseplein,52.36546,4.8926888,Dining & Cafes
269,ChIJ8ewYqugJxkcR7jzBgRb-hvc,462,0.0253247821082058,Amsterdam Marriott Hotel,3174,,Hotel,"[""Hotel"",""Planning van vergaderingen"",""Trouwlocatie""]",event venues in leidseplein,52.3625708,4.8801082,Hotel
270,ChIJ7_JeDZALxkcR6zrSG75eNNI,460,0.0252151510168283,Hampton by Hilton Amsterdam / Arena Boulevard,3262,,Hotel,"[""Hotel""]",hotels in bijlmer arena,52.3130354,4.947841599999999,Hotel
271,ChIJdVLICfEJxkcRQxGmA3GbJnI,455,0.0249410732883845,Lagom Amsterdam,801,$$$$$$$,Ontbijtrestaurant,"[""Ontbijtrestaurant"",""Brunchrestaurant"",""Lunchrestaurant""]",cafes in nieuwmarkt,52.3705716,4.900796,Dining & Cafes
272,ChIJ___PSHAJxkcR86v4fajN9RQ,455,0.0249410732883845,Winkelcentrum Oostpoort,2855,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in negen straatjes,52.3564837,4.9303271,Shopping
273,ChIJNfz5LeUJxkcRdjtoi1Fqsjk,452,0.0247766266513183,Banketbakkerij Het Koekemannetje,1390,$$$$$$,Koekjeswinkel,"[""Koekjeswinkel"",""Bakkerij"",""Patisserie"",""Winkel"",""Toeristische attractie""]",tourist attractions in sloterdijk,52.3688213,4.8839941,Shopping
274,ChIJM5Ds5o7ixUcRqKc2PKr1uWc,451,0.0247218111056295,Thuishaven Festivalterrein,2415,,Evenementenlocatie,"[""Evenementenlocatie""]",event venues in sloterdijk,52.396583,4.856513,Event venue
275,ChIJKQEowXAJxkcR1uPTdMCJs60,451,0.0247218111056295,The Cottage,1502,$$$$$$$,Restaurant,"[""Restaurant"",""Gastropub""]",bars in museumkwartier,52.3561204,4.9272931,Dining & Cafes
276,ChIJ_ayps7gJxkcRWZ4t02SlcAA,450,0.0246669955599408,Saint Morris Argentijns Restaurant,2628,$$,Argentijns restaurant,"[""Argentijns restaurant""]",restaurants in de wallen,52.3721058,4.8965026,Dining & Cafes
277,ChIJK_Y3dbcJxkcR22-nKtC_G3M,449,0.024612180014252,Grand Cafe Restaurant 1e klas,2286,$$,Restaurant,"[""Restaurant""]",restaurants in de wallen,52.3781997,4.9009163,Dining & Cafes
278,ChIJjy0uX8AJxkcRklJiMCk_ymE,449,0.024612180014252,De Laatste Kruimel,2107,$$$$$$$,Bakkerij,"[""Bakkerij"",""Taartenwinkel"",""Broodjeswinkel""]",restaurants in de wallen,52.3692405,4.8929958,Dining & Cafes
279,ChIJK_XmVugJxkcRmAYy6hLO7yM,447,0.0245025489228745,Wok To Walk,3803,$$$$$$$,Aziatisch restaurant,"[""Aziatisch restaurant"",""Aziatisch fusion-restaurant"",""Snackbar"",""Afhaalrestaurant"",""Wokrestaurant""]",restaurants in leidseplein,52.3647663,4.883608199999999,Dining & Cafes
280,ChIJ9do5m7gJxkcRHy7o8MDGAHI,447,0.0245025489228745,Belushi's Amsterdam,2463,$$$$$$$,Sportcafe,"[""Sportcafe"",""Cocktailbar"",""Snackbar"",""Locatie voor live muziek""]",bars in wallengebied,52.373999,4.8962872,Dining & Cafes
281,ChIJiRko-NELxkcRcrjr7i5AuQc,446,0.0244477333771857,Postillion Hotel Amsterdam,1945,,Hotel,"[""Hotel"",""Congrescentrum"",""Evenementenlocatie"",""Beurs- en conferentiecentrum"",""Hotel voor langdurig verblijf"",""Multifunctionele ruimte"",""Restaurant""]",hotels in bijlmer arena,52.3334657,4.9218148,Hotel
282,ChIJy3MKglYIxkcRb-OM2GyApmo,446,0.0244477333771857,Noorderpark,3046,,Park,"[""Park"",""Toeristische attractie""]",parks in negen straatjes,52.3958556,4.9200389,Green Recreation
283,ChIJR4aAeqIJxkcR1WNf8ZIJIgI,445,0.024392917831497,Cafe-Restaurant De Plantage,2940,$$,Restaurant,"[""Restaurant""]",restaurants in buikslotermeerplein,52.3667512,4.9124772,Dining & Cafes
284,ChIJc3I2DawJxkcRi43AP5HhB7E,444,0.0243381022858082,Xi'an Delicious Foods,1020,$$$$$$$,Restaurant,"[""Restaurant""]",restaurants in leidseplein,52.364438,4.8841533,Dining & Cafes
285,ChIJRXjQFrkJxkcRixW5CpNXcmI,444,0.0243381022858082,Hoi Tin,1825,$$$$$$$,Chinees restaurant,"[""Chinees restaurant""]",restaurants in de wallen,52.373427,4.9001332,Dining & Cafes
286,ChIJHwci1XYLxkcR0Kd7zDqhBmc,441,0.0241736556487419,Fletcher Hotel Amsterdam,3645,,Hotel,"[""Hotel"",""Fietsverhuur"",""Evenementenlocatie"",""Hotel voor langdurig verblijf"",""Restaurant""]",hotels in bijlmer arena,52.2924809,4.9444577,Hotel
287,ChIJYcf7MWfixUcR_4zEuh0Jbmw,440,0.0241188401030532,La Casa Di Michael,2220,$$$$$$$,Pizzeria,"[""Pizzeria""]",restaurants in sloterdijk,52.3843028,4.8469694,Dining & Cafes
288,ChIJS3q0xeIJxkcRGw2iXbPq_k8,439,0.0240640245573644,Takumi Ramen Amsterdam De Pijp,1265,$$$$$$$,Ramen-noedelrestaurant,"[""Ramen-noedelrestaurant"",""Japans restaurant""]",restaurants in de pijp,52.3563508,4.8904576,Dining & Cafes
289,ChIJ95jJGSAKxkcR0neMkt0HgV4,438,0.0240092090116757,Knijn Bowling & Restaurant,1905,,Bowlingbaan,"[""Bowlingbaan"",""Evenementenlocatie"",""Restaurant""]",event venues in zuidas,52.3443856,4.891446,Activities
290,ChIJC_ZHB6cJxkcR6LYswuuY25Y,437,0.0239543934659869,Pizzeria Bella Roma Amsterdam,2216,$$$$$$$,Italiaans restaurant,"[""Italiaans restaurant""]",restaurants in de wallen,52.3748597,4.8988399,Dining & Cafes
291,ChIJbfDB-3kJxkcR9bVfPC0S2Dk,436,0.0238995779202981,Tribe Amsterdam City,961,,Hotel,"[""Hotel""]",hotels in indische buurt,52.4025232,4.931148299999999,Hotel
292,ChIJb_VCr3_ixUcRe6RY0IkpgJU,433,0.0237351312832319,Gashouder Westergas,1825,,Evenementenlocatie,"[""Evenementenlocatie"",""Monument""]",event venues in haarlemmerbuurt,52.386831,4.8694026,Event venue
293,ChIJh1JLKI4LxkcR7tOfNRLdEOA,432,0.0236803157375431,KFC,1824,$$$$$$$,Snackbar,"[""Snackbar"",""Amerikaans restaurant"",""Kiprestaurant"",""Familierestaurant"",""Maaltijdbezorging"",""Afhaalrestaurant"",""Restaurant"",""Restaurant met kleine porties""]",restaurants in bijlmer arena,52.3141626,4.9517749,Dining & Cafes
295,ChIJc5vMcuwJxkcRBl98RxpjxI4,428,0.0234610535547881,Back to Black,1549,$$$$$$,Koffiebranders,"[""Koffiebranders"",""Koffiehuis"",""Koffiebar"",""Koffiegroothandel""]",stores in de leidseplein,52.361077,4.888494,Dining & Cafes
296,ChIJkwcxQ7gJxkcRTMOG1SIYNBQ,427,0.0234062380090993,Het Karbeel,2166,$$$$$$$,Fonduerestaurant,"[""Fonduerestaurant""]",restaurants in de wallen,52.376053,4.899101,Dining & Cafes
297,ChIJGVGV9InhxUcRhlbOT01ynbE,427,0.0234062380090993,"Corendon Amsterdam New-West, a Tribute Portfolio Hotel",4796,,Hotel,"[""Hotel"",""Planning van vergaderingen"",""Trouwlocatie""]",hotels in sloterdijk,52.346559,4.831026,Hotel
298,ChIJaRaLkL4JxkcR918LcqGLDwM,426,0.0233514224634106,"Coffeeshop ""Blue Bird""",3002,$$$$$$$,Koffiebar,"[""Koffiebar"",""Cannabisclub""]",cafes in de wallen,52.3699875,4.900887099999999,Dining & Cafes
299,ChIJX531bnnjxUcR4YM5eurEPuw,426,0.0233514224634106,Coffeeshop Sloterdijk,2045,$$,Cannabiswinkel,"[""Cannabiswinkel""]",coffeeshops in negen straatjes,52.3912184,4.8296738,Cannabisshop
300,ChIJWUEo4PwJxkcRySEQ-rGsQhQ,424,0.0232417913720331,Sandwichshop Amsterdam | Langebrugsteeg,3065,$$$$$$$,Broodjeswinkel,"[""Broodjeswinkel"",""Ontbijtrestaurant"",""Koffiebar"",""Lunchrestaurant"",""Maaltijdbezorging"",""Afhaalrestaurant""]",restaurants in de wallen,52.3693592,4.8930995,Shopping
301,ChIJPQqx9McJxkcR0-9hr_O7fAg,423,0.0231869758263443,420CAFE,4370,$$,Cannabiswinkel,"[""Cannabiswinkel""]",coffeeshops in haarlemmerbuurt,52.3759526,4.895871,Cannabisshop
302,ChIJXyeLEbkJxkcRksuq13k4dRA,423,0.0231869758263443,Nam Kee,2137,$$$$$$$,Chinees restaurant,"[""Chinees restaurant""]",restaurants in nieuwmarkt,52.3736952,4.9003709,Dining & Cafes
303,ChIJE6cZRJUJxkcR9vsN8GzeVzk,422,0.0231321602806555,De Nachtwacht,2449,$$$,Steakhouse,"[""Steakhouse"",""Restaurant""]",bars in rembrandtplein,52.365702,4.89553,Dining & Cafes
304,ChIJ7V5Oai0KxkcRcctSgGOZ5fU,422,0.0231321602806555,Mercure Hotel Amsterdam City,4398,,Hotel,"[""Hotel"",""Restaurant""]",hotels in bijlmer arena,52.335288,4.9134904,Hotel
305,ChIJxUq68XIJxkcRYlRyY3dQv2A,421,0.0230773447349668,Chinatown,1389,,Toeristische attractie,"[""Toeristische attractie""]",tourist attractions in negen straatjes,52.3737793,4.9002257,Cultural & Historic
306,ChIJ18bKQdwJxkcReqmMFkEeavw,419,0.0229677136435893,Bocca Coffee,1743,$$$$$$,Koffiebar,"[""Koffiebar"",""Koffiewinkel"",""Koffiegroothandel""]",stores in de leidseplein,52.3643905,4.8868164,Dining & Cafes
308,ChIJ__r9yvMJxkcR2Cu56FMSR7A,417,0.0228580825522118,Cannibale Royale Ruysdaelkade,2513,$$$$$$$,Restaurant,"[""Restaurant""]",restaurants in de pijp,52.3536429,4.8872304,Dining & Cafes
309,ChIJqxEvatcJxkcRXNT_dO3VtGw,416,0.022803267006523,YUSU,848,$$$$$$,Koffiebar,"[""Koffiebar""]",coffeeshops in dapperbuurt,52.3598821,4.9110865,Dining & Cafes
310,ChIJjXkvNCIKxkcRObyJK4Dy9Rw,416,0.022803267006523,Motel One Amsterdam,3378,,Hotel,"[""Hotel""]",hotels in bijlmer arena,52.3384866,4.892576099999999,Hotel
311,ChIJReMZzM4JxkcRSisrzhJsWY0,414,0.0226936359151455,Restaurant & Pizzeria Lucca Due,2086,$$$$$$$,Italiaans restaurant,"[""Italiaans restaurant""]",bars in haarlemmerbuurt,52.3811225,4.8900883,Dining & Cafes
312,ChIJI1GB2MwJxkcRRR1f-RfOy4M,414,0.0226936359151455,Box Sociaal Jordaan,687,$$$$$$$,Restaurant,"[""Restaurant"",""Australisch restaurant"",""Bar"",""Ontbijtrestaurant"",""Brunchrestaurant"",""Koffiehuis"",""Cocktailbar"",""Koffiebar"",""Lunchrestaurant"",""Wijnbar""]",restaurants in de jordaan,52.3746671,4.8814858,Dining & Cafes
313,ChIJhYINU-0JxkcRvejqQS5UWwc,413,0.0226388203694567,Venster 33,2035,$$,Restaurant,"[""Restaurant"",""Bar"",""Koffiehuis"",""Cocktailbar"",""Eetcafe"",""Nederlands restaurant"",""Lunchrestaurant""]",bars in de pijp,52.3564206,4.8923475,Dining & Cafes
314,ChIJZeQkAAYKxkcRHgS7DXH2wWc,410,0.0224743737323905,Loetje Amsterdam ZuidAs,2173,$$,Restaurant,"[""Restaurant"",""Bistro"",""Carvery"",""Steak- en karbonaderestaurant"",""Restaurant voor vleesgerechten"",""Steakhouse""]",restaurants in zuidas,52.3356892,4.869284599999999,Dining & Cafes
315,ChIJ2-aGJ8QJxkcR8tCy-5k7QHs,410,0.0224743737323905,Amazing Oriental Amsterdam Noord,998,,Chinese supermarkt,"[""Chinese supermarkt"",""Aziatische kruidenierswinkel"",""Supermarkt"",""Oosterse winkel""]",stores in buikslotermeerplein,52.3979935,4.938152,Shopping
316,ChIJv8p3wMcJxkcRPt955tgRVEU,409,0.0224195581867017,Inntel Hotels Amsterdam Centre,2784,,Hotel,"[""Hotel"",""Kuurhotel""]",hotels in negen straatjes,52.3760456,4.8943917,Hotel
317,ChIJuekvdvvjxUcReztmpHzx5Dw,408,0.0223647426410129,McDonald's Amsterdam Osdorp Drive,2837,$$$$$$$,Hamburgerrestaurant,"[""Hamburgerrestaurant"",""Familierestaurant"",""Snackbar"",""Afhaalrestaurant"",""Restaurant""]",restaurants in osdorpplein,52.3557542,4.7728323,Dining & Cafes
318,ChIJt2YRyRnixUcR1DznptCpL_A,408,0.0223647426410129,WestCord Fashion Hotel Amsterdam,3343,,Hotel,"[""Hotel"",""Cocktailbar"",""Congrescentrum"",""Frans haute cuisine-restaurant"",""Parkeergarage"",""Restaurant"",""Wellnesscentrum"",""Zwembad"",""Kuurhotel""]",hotels in sloterdijk,52.357655,4.8445759,Hotel
319,ChIJ-17J8wPixUcRYhknGJNujXw,408,0.0223647426410129,Dignita Vondelpark,1973,$$$$$$$,Restaurant,"[""Restaurant"",""Bar"",""Ontbijtrestaurant"",""Brunchrestaurant"",""Koffiehuis"",""Lunchrestaurant""]",bars in vondelpark,52.3518389,4.8572389,Dining & Cafes
320,ChIJE_gqi-vjxUcR6_WmXEC-qwc,408,0.0223647426410129,Sallora Amsterdam,1405,,Restaurant,"[""Restaurant"",""Arabisch restaurant"",""Halal-restaurant"",""Libanees restaurant"",""Lunchrestaurant"",""Midden-Oosters restaurant"",""Syrisch restaurant""]",bars in osdorpplein,52.3578062,4.8054935,Dining & Cafes
321,ChIJ1TT0OB7ixUcRqdgd8HPVkTw,408,0.0223647426410129,Best Western Amsterdam,3983,,Hotel,"[""Hotel""]",hotels in sloterdijk,52.34873,4.842652,Hotel
322,ChIJGecV7hEKxkcRYGSlgFqShxA,408,0.0223647426410129,Japanese & Korean Foodmarket Shilla,1788,,Koreaanse kruidenierswinkel,"[""Koreaanse kruidenierswinkel"",""Delicatessenwinkel"",""Japanse delicatessenzaak"",""Japanse kruidenierswinkel"",""Supermarkt""]",stores in zuidas,52.3306902,4.8760024,Shopping
323,ChIJ81n-FN0JxkcR8mLGvLmEwyw,407,0.0223099270953242,Milky Amsterdam,1157,$$$$$$$,Creperie,"[""Creperie"",""Koffiebar"",""Dessertrestaurant"",""Lunchrestaurant"",""Pannenkoekrestaurant""]",restaurants in de wallen,52.3724613,4.8988948,Dining & Cafes
324,ChIJW3rldWjixUcRNu0ZuZ5cVK0,406,0.0222551115496354,XO HOTELS Blue Tower,3028,,Hotel,"[""Hotel""]",hotels in sloterdijk,52.379204,4.8456894,Hotel
325,ChIJFwIfrW3jxUcRYXrshc7BG5w,406,0.0222551115496354,Lofi,867,,Evenementenlocatie,"[""Evenementenlocatie"",""Kunstgalerie"",""Club"",""Cultureel centrum"",""Restaurant""]",night clubs in amsterdam,52.3912546,4.8242219,Event venue
